filename	0	0		2.0 Mapping Tables - Hospitals/Sheridan Community Hospital ADT 2.0 table 10-16-19.xlsx			
PV1-36	3	35			01	Discharged to home or self care (routine discharge)	0
PV1-36	4	35	01	Discharged to home or self care (routine discharge)	H		4
PV1-36	5	35	02	Discharged/transferred to a short-term general hospital for inpatient care	X		4
PV1-36	6	35	03	Discharged/transferred to skilled nursing facility (SNF) with Medicare certification.	N		4
PV1-36	7	35	04	Discharged/transferred to an intermediate care facility (ICF)			4
PV1-36	8	35	05	Discharged/transferred to another type of institution not defined elsewhere in this code list	W		4
PV1-36	9	35	06	Discharged/transferred to home under care of organized home health service organization			4
PV1-36	10	35	07	Left against medical advice or discontinued care			4
PV1-36	11	35	08	Discharged/transferred to home under care of a Home IV provider	A		4
PV1-36	12	35	09	Admitted as an inpatient to this hospital	B		4
PV1-36	13	35	20	Expired	E		4
PV1-36	14	35	30	Still Patient	D		4
PV1-36	15	35	40	Expired at home	F		4
PV1-36	16	35	41	Expired in a medical facility (e.g. hospital, SNF, ICF, or free standing hospice)	G		4
PV1-36	17	35	42	Expired - place unknown	J		4
PV1-36	18	35	43	Discharged/transferred to a federal health care facility. (Effective 10/1/03)	K		4
PV1-36	19	35	50	Hospice - home	M		4
PV1-36	20	35	51	Hospice - medical facility	P		4
PV1-36	21	35	61	Discharged/transferred to hospital-based Medicare approved swing bed	Q		4
PV1-36	22	35	62	Discharged/transferred to an inpatient rehabilitation facility (IRF) including rehabilitation distinct part units of a hospital. (Effective retroactive to 1/1/02.)	R		4
PV1-36	23	35	63	Discharged/transferred to a Medicare certified long term care hospital (LTCH).(Effective 5/9/02.)	S		4
PV1-36	24	35	64	Discharged/transferred to a nursing facility certified under Medicaid but not certified under Medicare. (Effective 10/1/02.)	T		4
PV1-36	25	35	65	Discharged/transferred to a psychiatric hospital or psychiatric distinct part unit of a hospital. (Effective 4/1/04)	U		4
PV1-36	26	35	66	Discharged/transferred to a Critical Access Hospital (CAH). (Effective 1/1/06)	V		4
PV1-36	27	35		21 DISCH/TRANS TO COURT/LAW ENFORCEMENT	C		00000000
PV1-36	28	35		04 DISCH/TRANS TO FACILITY PROVIDING CUSTODIAL OR SUPP CARE	I		00000000
PV1-36	29	35		07 LEFT AGAINST MEDICAL ADVICE OR DISCONTINUED CARE	L		00000000
PV1-36	30	35		05 DISCH/TRANS TO DESIGNATED CANCER CTR OR CHILDREN' S HOSP	O		00000000
IN1-17	2	39	MiHIN Value	Description	Hospital Value		4
IN1-17	3	39	FTH	Father 	F		2
IN1-17	4	39	ASC	Associate			4
IN1-17	5	39	BRO	Brother 			4
IN1-17	6	39	CGV	Care giver 			4
IN1-17	7	39	CHD	Child	43		4
IN1-17	8	39	DEP	Handicapped dependant	22		4
IN1-17	9	39	DOM	Life partner	53		4
IN1-17	10	39	EMC	Emergency contact			4
IN1-17	11	39	EME	Employee	20		4
IN1-17	12	39	EMR	Employer			4
IN1-17	13	39	EXF	Extended family			4
IN1-17	14	39	FCH	Foster child 	10		4
IN1-17	15	39	FND	Friend			4
IN1-17	16	39	FTH	Father 	33		4
IN1-17	17	39	GCH	Grandchild	05		4
IN1-17	18	39	GRD	Guardian 			4
IN1-17	19	39	GRP	Grandparent 	04		4
IN1-17	20	39	MGR	Manager			4
IN1-17	21	39	MTH	Mother 	32		4
IN1-17	22	39	NCH	Natural child	19		4
IN1-17	23	39	NON	None			4
IN1-17	24	39	OAD	Other adult			4
IN1-17	25	39	OTH	Other 	G8, 40, 39, 36, 29, 24, 23, 07		4
IN1-17	26	39	OWN	Owner			4
IN1-17	27	39	PAR	Parent 			4
IN1-17	28	39	SCH	Stepchild 	17		4
IN1-17	29	39	SEL	Self	18		4
IN1-17	30	39	SIB	Sibling 			4
IN1-17	31	39	SIS	Sister 			4
IN1-17	32	39	SPO	Spouse	01		4
IN1-17	33	39	TRA	Trainer			4
IN1-17	34	39	UNK	Unknown	21		4
IN1-17	35	39	WRD	Ward of court	15, 41		4
IN1-17	36	39	AUN	Aunt 			4
IN1-17	37	39	DAU	Daughter			4
IN1-17	38	39	EXS	Ex Spouse 			4
IN1-17	39	39	EXH	Ex-husband			4
IN1-17	40	39	EXW	Ex-wife 			4
IN1-17	41	39	INL	In Law 			4
IN1-17	42	39	LEG	Legal Guardian 			4
IN1-17	43	39	SON	Son (S)			4
IN1-17	44	39	STP	Step Parent (STP)			4
IN1-17	45	39	STS	Step Sibling			4
IN1-17	46	39	UN	Uncle (UN)			4
IN1	2	42	IN1-3 Value	IN1-4 Value	Payer		4
IN1	3	42	1001	BCN	BCBSM		2
IN1	4	42	BB1	BCBS TRUST OF MICHIGAN  -			00000000
IN1	5	42	CP	STATE FARM INSURANCE - PH			00000000
IN1	6	42	JBF	STATE FARM INSURANCE			00000000
IN1	7	42	XB9	PRIORITY HEALTH XIX			00000000
IN1	8	42	XP2	Priority Health XIX  ER			00000000
IN1	9	42	WB	MCCROSKEY LAW     - O/P			00000000
IN1	10	42	BB1	BCBS TRUST OF MICHIGAN  -			00000000
IN1	11	42	BB1	BCBS TRUST OF MICHIGAN  -			00000000
IN1	12	42	BB4	BCBS OF MI  - OP			00000000
IN1	13	42	JBF	STATE FARM INSURANCE			00000000
IN1	14	42	BB1	BCBS TRUST OF MICHIGAN  -			00000000
IN1	15	42	BP	BLUE CROSS			00000000
IN1	16	42	XB1	MEDICAID			00000000
IN1	17	42	XB1	MEDICAID			00000000
IN1	18	42	XP	MEDICAID			00000000
IN1	19	42	HBJ	LIBERTY MUTUAL  - OP			00000000
IN1	20	42	MP	MEDICARE			00000000
IN1	21	42	XB1	MEDICAID			00000000
IN1	22	42	XB1	MEDICAID			00000000
IN1	23	42	X2	MOLINA HEALTHCARE OF MI			00000000
IN1	24	42	CP3	Priority Health 1500  CRN			00000000
IN1	25	42	XB1	MEDICAID			00000000
IN1	26	42	XP	MEDICAID			00000000
IN1	27	42	BB1	BCBS TRUST OF MICHIGAN  -			00000000
IN1	28	42	BP	BLUE CROSS			00000000
IN1	29	42	BP	BLUE CROSS			00000000
IN1	30	42	XB1	MEDICAID			00000000
IN1	31	42	XB1	MEDICAID			00000000
IN1	32	42	XP	MEDICAID			00000000
IN1	33	42	XP	MEDICAID			00000000
IN1	34	42	FB3	COFINITY PPOM  - OP			00000000
IN1	35	42	XB1	MEDICAID			00000000
IN1	36	42	CB	CSI                 -O/P			00000000
IN1	37	42	MB1	MEDICARE  - OP			00000000
IN1	38	42	YB3	MID MICHIGAN HEALTH PLAN			00000000
IN1	39	42	YP	MEDICAID HEALTH PLAN EMDE			00000000
IN1	40	42	MB3	BCBS MEDICARE PLUS BLUE			00000000
IN1	41	42	BB1	BCBS TRUST OF MICHIGAN  -			00000000
IN1	42	42	BP	BLUE CROSS			00000000
IN1	43	42	BP	BLUE CROSS			00000000
IN1	44	42	BP	BLUE CROSS			00000000
IN1	45	42	XB1	MEDICAID			00000000
IN1	46	42	XP	MEDICAID			00000000
IN1	47	42	XB9	PRIORITY HEALTH XIX			00000000
IN1	48	42	EB4	ASR ADMINISTRATION SYSTEM			00000000
IN1	49	42	XB1	MEDICAID			00000000
IN1	50	42	XB1	MEDICAID			00000000
IN1	51	42	MPU	BC MEDICARE PLUS URGENT C			00000000
IN1	52	42	DB3	PRIORITY HEALTH ASO PPO			00000000
IN1	53	42	MP1	MEDICARE MOLINA         -			00000000
IN1	54	42	MP1	MEDICARE MOLINA         -			00000000
IN1	55	42	BBH	JVHL BCN			00000000
IN1	56	42	XB1	MEDICAID			00000000
IN1	57	42	XP2	Priority Health XIX  ER			00000000
IN1	58	42	WBa	MCMC, INC  - OP			00000000
IN1	59	42	MB1	MEDICARE			00000000
IN1	60	42	MP	MEDICARE			00000000
IN1	61	42	XB1				00000000
IN1	62	42	XB1	MEDICAID			00000000
IN1	63	42	XB5	MCLAREN HEALTH PLAN XIX			00000000
IN1	64	42	XB1	MEDICAID			00000000
IN1	65	42	BB4	BCBS OF MI  - OP			00000000
IN1	66	42	BB4	BCBS OF MI			00000000
IN1	67	42	XB8	UHC COMMUNITY PLAN XIX			00000000
IN1	68	42	CP3	Priority Health 1500  CRN			00000000
IN1	69	42	XB5	MCLAREN HEALTH PLAN XIX			00000000
IN1	70	42	MB4	PRIORITY HEALTH MEDICARE			00000000
IN1	71	42	BB1	BCBS TRUST OF MICHIGAN  -			00000000
IN1	72	42	XB5	MCLAREN HEALTH PLAN XIX			00000000
IN1	73	42	XB5	MCLAREN HEALTH PLAN XIX			00000000
IN1	74	42	XB1	MEDICAID			00000000
IN1	75	42	XP2	Priority Health XIX  ER			00000000
IN1	76	42	XB8	UHC COMMUNITY PLAN XIX			00000000
IN1	77	42	DB3	PRIORITY HEALTH ASO PPO			00000000
IN1	78	42	XP	MEDICAID			00000000
IN1	79	42	BB4	BCBS OF MI  - OP			00000000
IN1	80	42	MB1	MEDICARE			00000000
IN1	81	42	WBX	MONTCALM BEHAVIOR HEALTH			00000000
IN1	82	42	XB5	MCLAREN HEALTH PLAN XIX			00000000
IN1	83	42	XB5	MCLAREN HEALTH PLAN XIX			00000000
IN1	84	42	BB4	BCBS OF MI  - OP			00000000
IN1	85	42	BP	BLUE CROSS			00000000
IN1	86	42	SB3	TRICARE  - OP			00000000
IN1	87	42	MB4	PRIORITY HEALTH MEDICARE			00000000
IN1	88	42	XB1	MEDICAID			00000000
IN1	89	42	CB	VA MEDICAL CENTER - O/P			00000000
IN1	90	42	CP	VA MEDICAL CENTER			00000000
IN1	91	42	XB1	MEDICAID			00000000
IN1	92	42	BPC	BC URGENT CARE NETWORK GR			00000000
IN1	93	42	BPC	BC URGENT CARE NETWORK GR			00000000
IN1	94	42	X5	MCLAREN HEALTH PLAN XIX			00000000
IN1	95	42	FDR	CORESOURCE INC			00000000
IN1	96	42	XB1	MEDICAID			00000000
IN1	97	42	XP	MEDICAID			00000000
IN1	98	42	CP1	UNITED HEALTH ADVANTAGE			00000000
IN1	99	42	XB1	MEDICAID			00000000
IN1	100	42	CP3	Priority Health 1500  CRN			00000000
IN1	101	42	XP1	Molina Medicaid 1500			00000000
IN1	102	42	DB3	PRIORITY HEALTH ASO PPO			00000000
IN1	103	42	CP3	Priority Health 1500  CRN			00000000
IN1	104	42	BB1	BCBS TRUST OF MICHIGAN			00000000
IN1	105	42	XB6	MERIDIAN HEALTH OF MI XIX			00000000
IN1	106	42	XP2	Priority Health XIX  ER			00000000
IN1	107	42	BB4	BCBS OF MI			00000000
IN1	108	42	BP	BLUE CROSS			00000000
IN1	109	42	MB1	MEDICARE			00000000
IN1	110	42	BPF	BCBS URGENT CARE FEDERAL			00000000
IN1	111	42	CP2	Priority Health 1500			00000000
IN1	112	42	CP3	Priority Health 1500  CRN			00000000
IN1	113	42	XP2	Priority Health XIX  ER			00000000
IN1	114	42	MB1	MEDICARE			00000000
IN1	115	42	XB1	MEDICAID			00000000
IN1	116	42	XP	MEDICAID			00000000
IN1	117	42	BB4	BCBS OF MI  - OP			00000000
IN1	118	42	MB4	PRIORITY HEALTH MEDICARE			00000000
IN1	119	42	XP2	Priority Health XIX  ER			00000000
IN1	120	42	MB1	MEDICARE			00000000
IN1	121	42	XB1	MEDICAID			00000000
IN1	122	42	XB1	MEDICAID			00000000
IN1	123	42	FB3	COFINITY PPOM			00000000
IN1	124	42	BB1	BCBS TRUST OF MICHIGAN  -			00000000
IN1	125	42	XP2	Priority Health XIX  ER			00000000
IN1	126	42	XP2	Priority Health XIX  ER			00000000
IN1	127	42	XP	MEDICAID			00000000
IN1	128	42	MB1	MEDICARE			00000000
IN1	129	42	MB4	PRIORITY HEALTH MEDICARE			00000000
IN1	130	42	MB1	MEDICARE			00000000
IN1	131	42	MB1	MEDICARE  - OP			00000000
IN1	132	42	MP	MEDICARE			00000000
IN1	133	42	XP2	Priority Health XIX  ER			00000000
IN1	134	42	XB1	MEDICAID			00000000
IN1	135	42	FB3	COFINITY PPOM			00000000
IN1	136	42	XP2	Priority Health XIX  ER			00000000
IN1	137	42	XP2	Priority Health XIX  ER			00000000
IN1	138	42	XP2	Priority Health XIX  ER			00000000
IN1	139	42	XP2	Priority Health XIX  ER			00000000
IN1	140	42	XP2	Priority Health XIX  ER			00000000
IN1	141	42	XB1	MEDICAID			00000000
IN1	142	42	JBX	VETERANS ADMIN MEDICAL CE			00000000
IN1	143	42	WBR	ALIGN NETWORKS     - RECU			00000000
IN1	144	42	XP2	Priority Health XIX  ER			00000000
IN1	145	42	XP2	Priority Health XIX  ER			00000000
IN1	146	42	XP2	Priority Health XIX  ER			00000000
IN1	147	42	XP2	Priority Health XIX  ER			00000000
IN1	148	42	XP2	Priority Health XIX  ER			00000000
IN1	149	42	XP2	Priority Health XIX  ER			00000000
IN1	150	42	XP2	Priority Health XIX  ER			00000000
IN1	151	42	XP2	Priority Health XIX  ER			00000000
IN1	152	42	XP2	Priority Health XIX  ER			00000000
IN1	153	42	XP2	Priority Health XIX  ER			00000000
IN1	154	42	XP2	Priority Health XIX  ER			00000000
IN1	155	42	XB6	MERIDIAN HEALTH OF MI XIX			00000000
IN1	156	42	XP2	Priority Health XIX  ER			00000000
IN1	157	42	BB4	BCBS OF MI			00000000
IN1	158	42	JBI	TITAN INSURANCE CO			00000000
IN1	159	42	MNP	MEDICARE			00000000
IN1	160	42	XB1	MEDICAID			00000000
IN1	161	42	XB5	MCLAREN HEALTH PLAN XIX			00000000
IN1	162	42	XB5	MCLAREN HEALTH PLAN XIX			00000000
IN1	163	42	XB5	MCLAREN HEALTH PLAN XIX			00000000
IN1	164	42	XB1	MEDICAID			00000000
IN1	165	42	BB4	BCBS OF MI			00000000
IN1	166	42	SB3	TRICARE  - OP			00000000
IN1	167	42	BB4	BCBS OF MI  - OP			00000000
IN1	168	42	FB3	COFINITY PPOM			00000000
IN1	169	42	FB3	COFINITY PPOM - OP			00000000
IN1	170	42	MB4	PRIORITY HEALTH MEDICARE			00000000
IN1	171	42	CP2	Priority Health 1500			00000000
IN1	172	42	DB3	PRIORITY HEALTH ASO PPO			00000000
IN1	173	42	DB3	PRIORITY HEALTH ASO PPO			00000000
IN1	174	42	MB4	PRIORITY HEALTH MEDICARE			00000000
IN1	175	42	MB6	MOLINA MEDICARE			00000000
IN1	176	42	XP	MEDICAID			00000000
IN1	177	42	DB1	PRIORITY HEALTH HMO  - OP			00000000
IN1	178	42	XB1	MEDICAID			00000000
IN1	179	42	MD	HUMANA GOLD CHOICE			00000000
IN1	180	42	MD	HUMANA GOLD CHOICE			00000000
IN1	181	42	MD	HUMANA GOLD CHOICE			00000000
IN1	182	42	MB3	BCBS MEDICARE PLUS BLUE			00000000
IN1	183	42	XB6	MERIDIAN HEALTH OF MI XIX			00000000
IN1	184	42	BB4	BCBS OF MI			00000000
IN1	185	42	XB1	MEDICAID			00000000
IN1	186	42	XB9	PRIORITY HEALTH XIX			00000000
IN1	187	42	XP	MEDICAID			00000000
IN1	188	42	XP2	Priority Health XIX  ER			00000000
IN1	189	42	BB2	BCBS COMMUNITY BLUE			00000000
IN1	190	42	XP1	Molina Medicaid 1500			00000000
IN1	191	42	BB1	BCBS TRUST OF MICHIGAN			00000000
IN1	192	42	BBH	JVHL BCN			00000000
IN1	193	42	BPC	BC URGENT CARE NETWORK GR			00000000
IN1	194	42	BPC	BC URGENT CARE NETWORK GR			00000000
IN1	195	42	BPU	BCBS URGENT CARE			00000000
IN1	196	42	BPU	BCBS URGENT CARE			00000000
IN1	197	42	BPU	BCBS URGENT CARE			00000000
IN1	198	42	XP5	Mclaren Health Plan 1500			00000000
IN1	199	42	XB1	MEDICAID			00000000
IN1	200	42	XB1	MEDICAID			00000000
IN1	201	42	XP1	Molina Medicaid 1500			00000000
IN1	202	42	DB3	PRIORITY HEALTH ASO PPO			00000000
IN1	203	42	XB1	MEDICAID			00000000
